stableOccurrenceId,postNum,storedPhrase,sentenceText,directiveSegments,religiousSegment,themes,proposedDestination,authorshipState,sourceType,alsoQuotedInPayload,action,proposedRuling,status,blockedBy,reason
"190#0","190","Have faith.","Have faith.","have faith","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","OWNER RULING R3: ""have faith"" is an imperative — an instruction to maintain confidence, belief or morale."
"1902#0","1902","Compare & contrast.","Compare & contrast.","Compare & contrast.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1902#1","1902","Travel to Rome.","Travel to Rome.","Travel to Rome.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1908#0","1908","Ask yourself simple questions.","Ask yourself simple questions.","Ask yourself simple questions.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1908#1","1908","Ask yourself, would you NOT want to be at your preferred destination PRIOR TO going public?","Ask yourself, would you NOT want to be at your preferred destination PRIOR TO going public?","Ask yourself, would you NOT want to be at your preferred destination PRIOR TO going public?","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1911#0","1911","God bless.","God bless.","God bless.","","","RELIGION_THEME_ONLY","Q_AUTHORED_CURRENT_POST","Q_BODY","false","REMOVE_FROM_DIRECTIVES","REMOVE_BLESSING_OR_VALEDICTION","READY","","blessing or valediction, not a command"
"1912#0","1912","Smile for the camera.","Smile for the camera.","Smile for the camera.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1916#0","1916","See something.","See something.","See something.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1916#1","1916","Say something.","Say something.","Say something.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1916#2","1916","PEOPLE must unite to clean out these old institutions.","PEOPLE must unite to clean out these old institutions.","PEOPLE must unite to clean out these old institutions.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1919#0","1919","Remember, 'conspiracy' friends, LARPS have access to a full stock of 'original' surveillance photos.","Remember, 'conspiracy' friends, LARPS have access to a full stock of 'original' surveillance photos.","Remember, 'conspiracy' friends, LARPS have access to a full stock of 'original' surveillance photos.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1919#1","1919","Enjoy the show.","Enjoy the show.","Enjoy the show.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"192#0","192","Compare.","Compare.","Compare.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"192#1","192","Think.","Think.","Think.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1925#0","1925","Watch the budget.","Watch the budget.","Watch the budget.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1926#0","1926","Define 'Fascism'.","Define 'Fascism'.","Define 'Fascism'.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1926#1","1926","Define 'Censorship'.","Define 'Censorship'.","Define 'Censorship'.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1926#2","1926","Define 'Narrative'.","Define 'Narrative'.","Define 'Narrative'.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1926#3","1926","Define 'Projection'.","Define 'Projection'.","Define 'Projection'.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1926#4","1926","Define 'Psychological Projection'.","Define 'Psychological Projection'.","Define 'Psychological Projection'.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1926#5","1926","Define 'Narcissist'.","Define 'Narcissist'.","Define 'Narcissist'.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1926#6","1926","Define 'Dogma'.","Define 'Dogma'.","Define 'Dogma'.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1926#7","1926","Define 'Aggression'.","Define 'Aggression'.","Define 'Aggression'.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1926#8","1926","Define 'Suppression'.","Define 'Suppression'.","Define 'Suppression'.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1926#9","1926","Define 'Realism'.","Define 'Realism'.","Define 'Realism'.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1927#0","1927","Define 'Subversion'.","Define 'Subversion'.","Define 'Subversion'.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1928#0","1928","Enjoy the show.","Enjoy the show.","Enjoy the show.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1929#0","1929","Enjoy the show.","Enjoy the show.","Enjoy the show.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1935#0","1935","Focus Here:","Focus Here:","Focus Here:","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1935#1","1935","Define 'Projection'.","Define 'Projection'.","Define 'Projection'.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1935#2","1935","Ask yourself, if above are central to operational success, who would you pick to lead such orgs?","Ask yourself, if above are central to operational success, who would you pick to lead such orgs?","Ask yourself, if above are central to operational success, who would you pick to lead such orgs?","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1935#3","1935","Compare donors.","Compare donors.","Compare donors.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1935#4","1935","Define DARK MONEY.","Define DARK MONEY.","Define DARK MONEY.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1935#5","1935","Think FLYNN [30].","Think FLYNN [30].","Think FLYNN [30].","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1936#0","1936","Think for yourself.","Think for yourself.","Think for yourself.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1936#1","1936","Research for yourself.","Research for yourself.","Research for yourself.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1936#2","1936","Trust yourself.","Trust yourself.","Trust yourself.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1936#3","1936","FOLLOW THE FACTS.","FOLLOW THE FACTS.","FOLLOW THE FACTS.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"194#0","194","Re-read drops re: NK / Iran.","Re-read drops re: NK / Iran.","Re-read drops re: NK / Iran.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1943#0","1943","Watch IRAN.","Watch IRAN.","Watch IRAN.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1943#1","1943","FIGHT FOR YOUR FREEDOM.","FIGHT FOR YOUR FREEDOM.","FIGHT FOR YOUR FREEDOM.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1944#0","1944","Define 'State Secrets'.","Define 'State Secrets'.","Define 'State Secrets'.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1944#1","1944","Define 'Projection'.","Define 'Projection'.","Define 'Projection'.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1945#0","1945","Define 'Treason'.","Define 'Treason'.","Define 'Treason'.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1945#1","1945","Define 'Treason'.","Define 'Treason'.","Define 'Treason'.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1945#2","1945","Define 'Projection'.","Define 'Projection'.","Define 'Projection'.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","true","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1947#0","1947","DEFEND GOOG AT ALL COSTS.","DEFEND GOOG AT ALL COSTS.","DEFEND GOOG AT ALL COSTS.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1947#1","1947","OPEN THE DOOR AND WE SHALL ALWAYS WALK THROUGH AND TAKE CONTROL.","OPEN THE DOOR AND WE SHALL ALWAYS WALK THROUGH AND TAKE CONTROL.","OPEN THE DOOR AND WE SHALL ALWAYS WALK THROUGH AND TAKE CONTROL.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1948#0","1948","Define 'Contractor'.","Define 'Contractor'.","Define 'Contractor'.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1948#1","1948","Define the 'PRISM' program.","Define the 'PRISM' program.","Define the 'PRISM' program.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"195#0","195","Re-read drops re: NK / Iran.","Re-read drops re: NK / Iran.","Re-read drops re: NK / Iran.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1953#0","1953","Stay LOCAL (U.S.)","Stay LOCAL (U.S.)","Stay LOCAL (U.S.)","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1953#1","1953","Think MIRROR.","Think MIRROR.","Think MIRROR.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1953#2","1953","Know your enemy.","Know your enemy.","Know your enemy.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1955#0","1955","Do not force those not yet ready.","Do not force those not yet ready.","Do not force those not yet ready.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1955#1","1955","Do not isolate yourself within your own family.","Do not isolate yourself within your own family.","Do not isolate yourself within your own family.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1955#2","1955","Stay Strong.","Stay Strong.","Stay Strong.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1956#0","1956","You MUST stay TOGETHER.","You MUST stay TOGETHER.","You MUST stay TOGETHER.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1957#0","1957","Buy a history book published 20 years ago.","Buy a history book published 20 years ago.","Buy a history book published 20 years ago.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1957#1","1957","Buy a history book published 10 years ago.","Buy a history book published 10 years ago.","Buy a history book published 10 years ago.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1957#2","1957","Buy a history book published this year.","Buy a history book published this year.","Buy a history book published this year.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1957#3","1957","Compare.","Compare.","Compare.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1957#4","1957","Focus on WWI/WWII","Focus on WWI/WWII","Focus on WWI/WWII","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1958#0","1958","Listen carefully.","Listen carefully.","Listen carefully.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1960#0","1960","Pro TIP: Look @ CrowdStrike","Pro TIP: Look @ CrowdStrike","Pro TIP: Look @ CrowdStrike","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1961#0","1961","Stay strong.","Stay strong.","Stay strong.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1961#1","1961","Stay the course.","Stay the course.","Stay the course.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1961#2","1961","GOD BLESS YOU & YOUR FAMILY.","GOD BLESS YOU & YOUR FAMILY.","GOD BLESS YOU & YOUR FAMILY.","","","RELIGION_THEME_ONLY","Q_AUTHORED_CURRENT_POST","Q_BODY","false","REMOVE_FROM_DIRECTIVES","REMOVE_BLESSING_OR_VALEDICTION","READY","","blessing or valediction, not a command"
"1964#0","1964","Stay the course.","Stay the course.","Stay the course.","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
"1964#1","1964","Think LISA BARSOOMIAN (Smile).","Think LISA BARSOOMIAN (Smile).","Think LISA BARSOOMIAN (Smile).","","","","Q_AUTHORED_CURRENT_POST","Q_BODY","false","KEEP","KEEP_Q_DIRECTIVE","READY","","canonical post body, no embedded-source evidence"
